Task ID,Occupation,Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9f1cb4ed-9b72-4880-a369-cd6f44f322b5,2025/3/24,Average,3,1,2,2,1,True,False,False,False,True,False,1,3,4,3,4,False,True,False,True,False,True,False,,,Male,White,30-60K,54,"Some College, No Degree",More than 10 years,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Monthly,Daily,Weekly,Monthly,Never,Never,Monthly,WoM
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,5,1,3,2,3,True,False,True,False,False,True,1,4,3,3,3,False,True,True,False,True,True,False,,,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,5,2,2,3,1,True,True,False,False,True,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Average,2,2,4,2,4,False,False,False,False,False,False,1,4,5,4,4,False,False,False,False,False,True,False,FALSE,,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",6ef95e7e-93ae-4a2d-9ca7-0b126b4a3516,2025/3/24,Expert,1,1,5,4,3,False,False,False,False,False,False,1,4,4,4,5,False,False,False,False,True,False,True,FALSE,,Male,White,209K-529K,57,Bachelor’s Degree,6-10 years,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,80602,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,664bc354-1b66-4518-a897-3a5f2d16a58f,2025/3/25,Expert,1,3,3,1,3,False,False,False,False,False,False,1,1,2,3,3,False,True,True,False,False,True,False,FALSE,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025/3/25,Expert,3,2,4,3,5,True,False,True,False,False,True,3,3,3,4,3,True,True,True,False,True,False,False,,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025/3/25,Novice,2,4,4,1,5,False,False,False,False,False,False,4,3,2,3,3,True,True,True,False,True,True,False,FALSE,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025/3/25,Average,3,2,2,3,4,True,False,False,False,False,True,3,3,3,2,3,True,False,True,False,False,False,False,,,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",664bc354-1b66-4518-a897-3a5f2d16a58f,2025/3/25,Expert,1,3,3,1,4,False,False,False,False,False,False,3,2,2,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,165K-209K,26,Bachelor’s Degree,3-5 years,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Republican,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Prolific
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,2,1,5,4,5,False,False,False,False,False,False,1,1,4,5,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,4,3,5,4,4,False,True,True,False,False,True,1,1,5,5,3,False,True,True,False,True,False,True,,,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
18993,Computer Network Support Specialists,Document network support activities.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,4,2,5,3,5,True,True,True,True,False,True,2,2,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,2,4,5,5,5,False,False,False,False,False,False,3,1,4,5,4,False,True,True,False,True,True,True,FALSE,,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,3,4,5,3,5,True,True,True,True,True,True,3,3,4,5,3,True,True,True,True,True,True,True,,,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
19010,Computer Network Support Specialists,Provide telephone support related to networking or connectivity issues.,70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,4,3,5,3,3,True,True,True,True,True,True,1,5,3,5,1,False,False,False,False,False,False,False,,FALSE,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
18989,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function.",70db1c21-41b7-4b5a-9643-bbcdde14b005,2025/4/9,Expert,5,4,5,3,4,True,True,True,True,True,True,3,2,3,5,2,False,False,False,False,False,False,False,,FALSE,Male,Black,60-86K,36,Master’s Degree,More than 10 years,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Weekly,Daily,Never,Never,Weekly,Never,Monthly,Upwork
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,d971c29b-6386-429e-a6e6-5aaa80681983,2025/3/27,Average,2,1,3,1,5,False,False,False,False,False,False,4,2,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,0-30K,37,Bachelor’s Degree,More than 10 years,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,11373,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,e777d1f1-2e65-49c1-b045-886dfd1f10a2,2025/3/27,Expert,4,4,4,4,4,True,False,True,False,False,False,3,4,3,4,4,True,False,False,True,False,False,False,,,Male,White,60-86K,35,Bachelor’s Degree,6-10 years,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,78418,Republican,I have some experience using them.,"Yes, I use them every week in my work.",Weekly,Weekly,Weekly,Never,Weekly,Weekly,Weekly,Weekly,Weekly,Prolific
19004,Computer Network Support Specialists,Back up network data.,8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Average,1,1,1,1,1,False,False,False,False,False,False,1,3,3,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Expert,3,2,2,1,2,False,False,False,False,False,True,1,1,2,2,1,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
18992,Computer Network Support Specialists,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Average,2,1,2,2,4,False,False,False,False,False,False,3,2,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
19002,Computer Network Support Specialists,Troubleshoot network or connectivity problems for users or user groups.,8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Average,4,2,2,1,3,False,False,False,False,True,False,2,2,3,1,2,False,False,False,False,False,False,False,,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
18989,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function.",8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Average,2,1,2,2,2,False,False,False,False,False,False,2,1,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
19011,Computer Network Support Specialists,Research hardware or software products to meet technical networking or security needs.,8b4d2334-8620-40d6-bf7d-ab3f1ace0d04,2025/3/28,Average,2,1,3,2,2,False,False,False,False,False,False,1,1,2,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Asian American and Pacific Islander,86K-165K,26,Bachelor’s Degree,3-5 years,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Never,Never,Monthly,Weekly,Weekly,Monthly,Upwork
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",3769f089-d4f2-4f34-be77-4f4c0d31fd8e,2025/3/28,Average,3,3,4,2,3,True,False,True,False,False,True,2,3,2,4,4,False,True,True,True,True,True,False,,,Male,Asian American and Pacific Islander,209K-529K,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Weekly,Daily,Never,Daily,Never,Daily,WoM
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",3769f089-d4f2-4f34-be77-4f4c0d31fd8e,2025/3/28,Average,3,2,4,2,3,True,False,True,False,False,True,2,2,3,4,3,False,True,True,True,True,True,False,,,Male,Asian American and Pacific Islander,209K-529K,54,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Monthly,Never,Weekly,Daily,Never,Daily,Never,Daily,WoM
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",b16d9ccf-ae38-4f60-8c70-ae3aa460186d,2025/3/29,Average,5,1,1,1,5,True,False,False,False,False,False,1,1,2,4,1,False,False,False,False,False,False,False,,FALSE,Male,Black,86K-165K,18,Master’s Degree,6-10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,58201,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Never,Daily,Never,Daily,Weekly,Weekly,Prolific
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025/3/29,Expert,1,3,4,1,5,False,False,False,False,False,False,4,5,3,5,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025/3/29,Expert,1,4,5,1,5,False,False,False,False,False,False,5,5,2,5,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025/3/29,Expert,1,5,5,1,5,False,False,False,False,False,False,5,1,3,5,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025/3/29,Expert,1,3,4,1,2,False,False,False,False,False,False,4,3,3,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,1287fa62-3ac3-44e0-aca6-4f646ad1fca3,2025/3/29,Expert,1,4,4,1,5,False,False,False,False,False,False,3,3,2,5,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,209K-529K,18,Bachelor’s Degree,6-10 years,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,,Independent,I have heard of them but don't know much about their functionalities.,"No, I have not used them for any work-related activities.",,,,,,,,,,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",2388d0e1-ed78-4011-9ad6-39e33cd7ef6b,2025/3/30,Novice,2,1,1,1,1,False,False,False,False,False,False,2,2,1,2,3,True,False,False,True,False,False,False,FALSE,,Male,White,86K-165K,59,Associate Degree,More than 10 years,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,,Independent,I use them regularly.,"Yes, I use them every week in my work.",Weekly,Monthly,Daily,Daily,Daily,Daily,Daily,Monthly,Monthly,Prolific
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",85b73e0b-c51c-481c-a2ad-14150f9a00a6,2025/3/31,Average,1,1,2,1,4,False,False,False,False,False,False,1,3,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,30-60K,54,"Some College, No Degree",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,11236,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Never,Weekly,Never,Never,Never,Never,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,85b73e0b-c51c-481c-a2ad-14150f9a00a6,2025/3/31,Novice,1,1,2,2,3,False,False,False,False,False,False,1,4,3,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,30-60K,54,"Some College, No Degree",More than 10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,11236,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Weekly,Weekly,Never,Weekly,Never,Never,Never,Never,Daily,Prolific
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",35467683-36dd-4098-91a0-5be110b7641f,2025/3/31,Expert,4,2,4,1,3,True,False,False,False,False,True,1,4,3,4,3,False,True,True,True,True,True,True,,,Male,Asian American and Pacific Islander,529K+,48,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Daily,Weekly,Never,Monthly,Never,Weekly,WoM
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,35467683-36dd-4098-91a0-5be110b7641f,2025/3/31,Novice,4,3,4,1,3,True,True,False,False,False,True,2,2,4,3,3,False,False,True,False,True,True,False,,,Male,Asian American and Pacific Islander,529K+,48,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Daily,Weekly,Never,Monthly,Never,Weekly,WoM
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,35467683-36dd-4098-91a0-5be110b7641f,2025/3/31,Expert,4,2,4,1,4,True,False,True,False,False,True,2,4,4,4,4,False,True,True,True,True,True,True,,,Male,Asian American and Pacific Islander,529K+,48,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Monthly,Daily,Weekly,Never,Monthly,Never,Weekly,WoM
14670,Computer Systems Engineers/Architects,Collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,d304f8f6-c275-4e4c-9d44-f90b4bcee7db,2025/3/31,Novice,4,1,2,1,2,True,False,False,False,False,False,1,2,2,3,3,False,False,True,False,True,True,False,,,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,2025/3/31,Average,4,2,3,1,2,True,False,False,False,True,True,1,2,4,5,2,False,False,False,False,False,False,False,,FALSE,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,2025/3/31,Expert,4,4,4,1,4,False,False,True,False,False,True,1,3,2,3,3,False,False,True,True,False,True,True,,,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
14671,Computer Systems Engineers/Architects,"Evaluate current or emerging technologies to consider factors such as cost, portability, compatibility, or usability.",d304f8f6-c275-4e4c-9d44-f90b4bcee7db,2025/3/31,Average,5,1,3,1,2,True,False,True,True,False,False,1,4,5,5,4,False,True,True,True,False,True,True,,,Female,Black,209K-529K,46,"Doctorate (e.g., PhD)",More than 10 years,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Daily,Weekly,Monthly,Weekly,Monthly,Weekly,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",c2da33d2-365f-4128-806a-9aa5f12903a7,2025/3/31,Average,5,1,1,1,1,True,False,False,False,False,False,1,3,1,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,86K-165K,45,Bachelor’s Degree,More than 10 years,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,8753,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Monthly,Daily,Weekly,Daily,Monthly,Weekly,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",0ce52014-4225-4a85-bafe-7226db6d92a0,2025/3/31,Expert,5,5,5,5,5,False,False,False,False,False,False,1,1,3,4,2,False,False,False,False,False,False,False,,FALSE,Other,Other,0-30K,18,Prefer not to say,More than 10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Prefer not to answer,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Upwork
14687,Computer Systems Engineers/Architects,"Communicate project information through presentations, technical reports, or white papers.",47e2200f-f97b-4f57-9117-65eda227748f,2025/3/31,Expert,5,2,5,1,4,True,False,False,False,False,True,1,3,4,4,3,False,True,True,True,False,True,True,,,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Monthly,Never,WoM
14667,Computer Systems Engineers/Architects,"Provide advice on project costs, design concepts, or design changes.",47e2200f-f97b-4f57-9117-65eda227748f,2025/3/31,Expert,5,2,5,1,2,True,True,False,True,False,True,1,4,5,2,4,False,True,True,True,False,True,True,,,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Monthly,Never,WoM
14672,Computer Systems Engineers/Architects,Provide technical guidance or support for the development or troubleshooting of systems.,47e2200f-f97b-4f57-9117-65eda227748f,2025/3/31,Expert,5,1,5,1,1,True,True,False,False,False,False,1,1,2,3,2,False,False,False,False,False,False,False,,FALSE,Prefer not to say,Asian American and Pacific Islander,Prefer not to say,50,Master’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Weekly,Monthly,Daily,Monthly,Never,WoM
